attrInteger,attrInteger,attrInteger,attrInteger
1268982,655,126898200,1268983
83316,969,8331600,83317
1399906,629,139990600,1399907
377757,207,37775700,377758
8028,798,802800,8029
303481,10,30348100,303482
235617,603,23561700,235618
1338610,576,133861000,1338611
814600,849,81460000,814601
538268,577,53826800,538258
1738143,581,173814300,1738144
538712,990,53871200,538713
1126634,918,112663400,1126635
927963,923,92796300,927953
226660,730,22666000,226661
733101,537,73310100,733102
1264157,539,126415700,1264158
1639564,204,163956400,1639565
785081,391,78508100,785082
398568,169,39856800,398569
967864,427,96786400,967865
188442,865,18844200,188443
1214762,621,121476200,1214763
1071683,622,107168300,1071684
37313,782,3731300,37314
1733589,811,173358900,1733590
637745,877,63774500,637746
1679982,683,167998200,1679983
900246,132,90024600,900247
238413,320,23841300,238403
1704017,956,170401700,1704018
1750756,766,175075600,1750746
162622,738,16262200,162623
1473147,549,147314700,1473148
1861011,769,186101100,1861012
1876604,82,187660400,1876605
1078270,843,107827000,1078271
98929,584,9892900,98930
583312,59,58331200,583313
370261,116,37026100,370262
1906827,593,190682700,1906828
346747,550,34674700,346748
1203834,771,120383400,1203835
551898,276,55189800,551899
1521054,913,152105400,1521055
1140116,388,114011600,1140117
1943342,419,194334200,1943343
18584,459,1858400,18585
1032744,917,103274400,1032745
1036791,84,103679100,1036792
305318,57,30531800,305319
387630,610,38763000,387631
77565,560,7756500,77566
111180,466,11118000,111181
1058127,238,105812700,1058128
268794,61,26879400,268795
1276154,853,127615400,1276155
1284172,899,128417200,1284173
1369279,833,136927900,1369280
217348,791,21734800,217349
1005311,919,100531100,1005312
39078,137,3907800,39079
931159,702,93115900,931160
1830556,930,183055600,1830557
1086909,15,108690900,1086910
422991,368,42299100,422992
1834958,19,183495800,1834959
320913,803,32091300,320914
1291014,788,129101400,1291015
1496627,472,149662700,1496628
928632,382,92863200,928622
966432,456,96643200,966433
1532360,834,153236000,1532361
649408,788,64940800,649409
664895,267,66489500,664896
1884269,143,188426900,1884270
362972,61,36297200,362973
1222975,379,122297500,1222976
386444,371,38644400,386445
14275,196,1427500,14276
531933,696,53193300,531934
117274,128,11727400,117275
99707,470,9970700,99708
536515,506,53651500,536505
1139666,377,113966600,1139667
1547949,135,154794900,1547950
1752511,423,175251100,1752512
995712,911,99571200,995713
1240678,884,124067800,1240679
750484,302,75048400,750485
1139428,700,113942800,1139429
351726,512,35172600,351727
1872809,276,187280900,1872810
1449637,550,144963700,1449638
1218117,479,121811700,1218118
566234,120,56623400,566235
1511344,363,151134400,1511345
1851220,25,185122000,1851221
1670168,611,167016800,1670169
466495,52,46649500,466496
1869219,555,186921900,1869220
1090864,372,109086400,1090865
1408009,914,140800900,1408010
214510,889,21451000,214511
1589252,967,158925200,1589253
911931,579,91193100,911932
1250047,360,125004700,1250048
1902124,371,190212400,1902125
716185,798,71618500,716186
1209105,214,120910500,1209106
1405208,865,140520800,1405209
987493,798,98749300,987494
1559376,517,155937600,1559377
1693922,880,169392200,1693923
1796189,918,179618900,1796190
1468530,163,146853000,1468531
800924,429,80092400,800925
1857210,770,185721000,1857211
1253748,521,125374800,1253749
303826,149,30382600,303827
1398418,130,139841800,1398419
676938,993,67693800,676939
1270864,265,127086400,1270865
1911204,987,191120400,1911205
1792117,384,179211700,1792118
166554,985,16655400,166555
497206,894,49720600,497207
706813,485,70681300,706814
280129,211,28012900,280130
1605142,667,160514200,1605143
1920135,615,192013500,1920125
1252899,158,125289900,1252900
440831,149,44083100,440832
1685670,437,168567000,1685671
1654095,579,165409500,1654096
402269,991,40226900,402270
1927312,681,192731200,1927313
231343,4,23134300,231344
1602677,725,160267700,1602678
1008962,316,100896200,1008963
1395500,664,139550000,1395501
1045470,321,104547000,1045471
570693,595,57069300,570694
1193229,438,119322900,1193230
1786877,871,178687700,1786878
1022489,692,102248900,1022479
1725565,242,172556500,1725566
540610,851,54061000,540611
705497,702,70549700,705498
362135,86,36213500,362136
1998225,999,199822500,1998226
1816426,236,181642600,1816427
81810,728,8181000,81811
303980,515,30398000,303981
1142490,989,114249000,1142491
1331963,202,133196300,1331953
963175,402,96317500,963176
1964463,900,196446300,1964464
600242,431,60024200,600243
1120090,418,112009000,1120091
510740,330,51074000,510741
1925507,261,192550700,1925508
1750166,21,175016600,1750167
1527309,909,152730900,1527310
565863,896,56586300,565864
1315795,363,131579500,1315796
923558,668,92355800,923559
1323781,958,132378100,1323782
507777,202,50777700,507778
572013,533,57201300,572014
1759832,625,175983200,1759833
17702,167,1770200,17703
1736504,967,173650400,1736505
1594825,767,159482500,1594826
1021790,363,102179000,1021791
287964,785,28796400,287965
1105680,647,110568000,1105681
1161266,649,116126600,1161267
1429032,778,142903200,1429033
1279223,663,127922300,1279224
1880072,404,188007200,1880073
818474,506,81847400,818475
1141205,89,114120500,1141206
1287739,622,128773900,1287740
1393893,444,139389300,1393894
1450418,894,145041800,1450419
1241076,783,124107600,1241066
1532396,983,153239600,1532397
519797,29,51979700,519798
1634510,551,163451000,1634511
1137975,540,113797500,1137976
1040271,389,104027100,1040272
1947511,414,194751100,1947512
746767,419,74676700,746768
1544671,972,154467100,1544672
1952535,73,195253500,1952536
1973981,209,197398100,1973982
677545,168,67754500,677546
1214831,888,121483100,1214832
1081941,446,108194100,1081942
640157,290,64015700,640158
1213314,825,121331400,1213315
1911779,54,191177900,1911780
1814940,741,181494000,1814941
442993,387,44299300,442994
1326057,108,132605700,1326047
1833607,311,183360700,1833608
1006061,85,100606100,1006062
238892,855,23889200,238893
348575,50,34857500,348576
110034,74,11003400,110035
1563492,218,156349200,1563493
1335591,568,133559100,1335592
1111607,620,111160700,1111608
1936251,103,193625100,1936252
1421197,422,142119700,1421198
1765635,368,176563500,1765636
265377,39,26537700,265378
1535335,691,153533500,1535336
580238,878,58023800,580239
979785,718,97978500,979786
1523832,539,152383200,1523833
1917029,980,191702900,1917030
389809,581,38980900,389810
1110476,667,111047600,1110477
1171875,579,117187500,1171865
1472653,742,147265300,1472654
1709255,357,170925500,1709256
358167,96,35816700,358168
648963,807,64896300,648964
848710,585,84871000,848711
520215,385,52021500,520216
1072223,88,107222300,1072224
886162,415,88616200,886163
1476306,389,147630600,1476307
127089,573,12708900,127090
420193,505,42019300,420194
1468958,952,146895800,1468959
1340676,433,134067600,1340677
504939,823,50493900,504940
1662622,834,166262200,1662623
1619941,898,161994100,1619942
885315,106,88531500,885316
430968,335,43096800,430969
936538,686,93653800,936539
306846,934,30684600,306847
1919334,543,191933400,1919335
1059458,445,105945800,1059459
1631997,325,163199700,1631998
704331,173,70433100,704332
1934447,945,193444700,1934448
1744268,45,174426800,1744269
640917,32,64091700,640918
1004302,163,100430200,1004303
6927,227,692700,6928
666688,649,66668800,666689
923709,150,92370900,923710
1805171,800,180517100,1805172
1804734,977,180473400,1804735
1448526,644,144852600,1448527
496223,356,49622300,496224
747737,461,74773700,747738
1520416,509,152041600,1520417
1384445,409,138444500,1384446
344515,549,34451500,344516
853850,782,85385000,853851
1404107,386,140410700,1404108
1456705,586,145670500,1456706
371757,143,37175700,371758
531812,390,53181200,531813
467891,660,46789100,467892
1053755,482,105375500,1053756
740808,77,74080800,740809
677525,136,67752500,677526
69689,594,6968900,69690
402758,683,40275800,402759
590397,197,59039700,590398
1427625,459,142762500,1427626
1826308,335,182630800,1826309
272589,0,27258900,272590
1316930,770,131693000,1316931
143703,387,14370300,143704
843856,720,84385600,843857
472664,360,47266400,472665
1182426,650,118242600,1182416
1647385,363,164738500,1647386
1118997,547,111899700,1118998
1821857,11,182185700,1821858
1367399,585,136739900,1367400
1416464,968,141646400,1416465
1644680,52,164468000,1644681
1715641,635,171564100,1715631
185562,478,18556200,185563
1871176,503,187117600,1871177
663916,842,66391600,663917
128731,128,12873100,128732
1865964,763,186596400,1865965
1006666,647,100666600,1006667
773106,872,77310600,773107
428882,534,42888200,428883
202279,123,20227900,202280
384265,908,38426500,384266
1813765,841,181376500,1813766
916475,211,91647500,916476
234880,690,23488000,234881
905011,699,90501100,905012
341948,938,34194800,341949
1435404,125,143540400,1435405
572615,915,57261500,572616
1235468,223,123546800,1235469
1912118,525,191211800,1912119
494271,78,49427100,494261
163729,853,16372900,163730
557768,863,55776800,557769
1053689,398,105368900,1053690
1530031,112,153003100,1530032
728633,575,72863300,728634
765028,544,76502800,765029
1611797,277,161179700,1611798
1379840,368,137984000,1379841
1776367,617,177636700,1776368
497176,263,49717600,497177
128039,804,12803900,128040
1327022,70,132702200,1327023
1039720,669,103972000,1039721
1009868,863,100986800,1009869
139765,113,13976500,139766
864453,364,86445300,864454
949720,526,94972000,949721
909313,536,90931300,909314
40089,784,4008900,40090
595928,188,59592800,595929
1329194,761,132919400,1329195
248402,954,24840200,248403
657685,744,65768500,657686
1268579,986,126857900,1268580
218468,568,21846800,218469
1325977,829,132597700,1325978
431129,245,43112900,431130
17276,207,1727600,17277
266033,478,26603300,266034
476186,747,47618600,476187
328006,792,32800600,328007
733949,214,73394900,733950
622851,356,62285100,622852
535009,574,53500900,535010
657140,484,65714000,657130
740691,134,74069100,740692
853292,523,85329200,853293
1418463,301,141846300,1418464
1858352,219,185835200,1858353
164374,425,16437400,164375
289432,402,28943200,289433
1715419,55,171541900,1715420
750095,53,75009500,750096
1100936,909,110093600,1100937
1633515,259,163351500,1633516
429908,785,42990800,429909
1786963,100,178696300,1786964
1494004,145,149400400,1494005
1162103,525,116210300,1162104
67880,886,6788000,67881
1545028,489,154502800,1545029
1288999,374,128899900,1289000
1388675,306,138867500,1388676
1404302,278,140430200,1404303
1995002,315,199500200,1995003
1171020,676,117102000,1171021
1143549,125,114354900,1143550
925429,684,92542900,925430
1257376,129,125737600,1257377
917978,370,91797800,917979
942442,142,94244200,942443
849811,989,84981100,849812
66299,914,6629900,66300
561771,98,56177100,561772
817772,535,81777200,817773
1203011,330,120301100,1203012
1055033,246,105503300,1055034
820089,158,82008900,820090
1261247,879,126124700,1261248
1578921,278,157892100,1578922
867943,251,86794300,867944
252012,394,25201200,252013
1619378,645,161937800,1619379
943591,249,94359100,943592
1332487,283,133248700,1332488
1877534,540,187753400,1877535
268770,358,26877000,268771
1215111,654,121511100,1215112
1962128,0,196212800,1962129
838133,670,83813300,838134
401678,597,40167800,401679
750780,376,75078000,750781
629186,790,62918600,629187
34386,452,3438600,34387
278652,581,27865200,278653
1925746,391,192574600,1925747
1885810,673,188581000,1885811
1798180,850,179818000,1798181
204270,620,20427000,204271
861580,560,86158000,861581
1271451,100,127145100,1271452
1186167,378,118616700,1186168
329290,883,32929000,329291
526745,857,52674500,526746
1908128,941,190812800,1908129
336360,891,33636000,336361
844372,535,84437200,844373
1875688,862,187568800,1875689
43982,336,4398200,43983
1334434,905,133443400,1334435
1759975,639,175997500,1759976
1529999,344,152999900,1530000
1087767,118,108776700,1087768
700675,309,70067500,700676
1783176,969,178317600,1783177
1070639,313,107063900,1070640
1142339,534,114233900,1142340
1912697,146,191269700,1912698
674999,84,67499900,675000
1926792,566,192679200,1926793
520776,670,52077600,520777
1536312,713,153631200,1536313
1442535,647,144253500,1442536
512656,143,51265600,512657
1175404,738,117540400,1175405
475670,741,47567000,475671
215495,749,21549500,215496
1018550,470,101855000,1018551
1549709,377,154970900,1549710
62058,603,6205800,62059
30042,241,3004200,30043
424429,806,42442900,424430
1927953,263,192795300,1927954
1458998,281,145899800,1458999
1471939,691,147193900,1471940
19920,330,1992000,19921
1414099,923,141409900,1414100
784693,256,78469300,784694
591647,406,59164700,591648
495790,168,49579000,495791
1859127,837,185912700,1859128
1280550,244,128055000,1280551
857844,839,85784400,857845
59083,10,5908300,59084
934933,727,93493300,934934
1902028,631,190202800,1902029
234480,352,23448000,234481
1102128,338,110212800,1102129
1981313,756,198131300,1981314
793415,3,79341500,793405
1556461,335,155646100,1556462
806841,911,80684100,806842
1229234,215,122923400,1229235
1088215,257,108821500,1088216
1428939,571,142893900,1428940
1373145,443,137314500,1373146
491722,855,49172200,491723
1903123,847,190312300,1903124
308374,917,30837400,308375
1575381,981,157538100,1575382
576035,302,57603500,576036
1523073,182,152307300,1523074
405980,705,40598000,405981
495079,803,49507900,495080
1301503,438,130150300,1301504
464799,900,46479900,464800
957473,368,95747300,957474
139862,946,13986200,139863
211687,547,21168700,211688
518109,610,51810900,518110
336236,639,33623600,336237
1172449,54,117244900,1172450
844737,42,84473700,844738
230305,744,23030500,230306
1776343,419,177634300,1776344
456196,826,45619600,456197
1575506,323,157550600,1575507
1471583,549,147158300,1471584
1173898,10,117389800,1173899
1333416,498,133341600,1333417
1968034,957,196803400,1968035
1143218,493,114321800,1143219
1301281,98,130128100,1301282
1860275,462,186027500,1860276
1528863,777,152886300,1528864
1753193,701,175319300,1753194
1307141,135,130714100,1307142
1029838,428,102983800,1029839
134320,771,13432000,134321
1768146,17,176814600,1768147
1340020,950,134002000,1340021
402222,335,40222200,402223
861231,659,86123100,861232
931120,571,93112000,931121
1919850,571,191985000,1919851
1650501,689,165050100,1650502
416078,394,41607800,416079
726915,862,72691500,726916
205647,831,20564700,205648
1065500,631,106550000,1065490
1252128,997,125212800,1252129
1886380,196,188638000,1886381
1195252,419,119525200,1195253
899955,197,89995500,899956
648957,411,64895700,648958
732373,538,73237300,732374
1049615,812,104961500,1049616
895378,365,89537800,895379
744084,665,74408400,744085
738097,959,73809700,738098
854506,509,85450600,854507
545224,423,54522400,545225
1834089,804,183408900,1834090
274916,886,27491600,274917
1052308,705,105230800,1052309
346290,349,34629000,346291
1613535,255,161353500,1613536
1087063,779,108706300,1087064
